id,title,rating,tags,price,description,image_url,vendor,link
1.03E+13,Makeup Kit Model 973,4.6,"Beauty, Siblings, Teens (13-19)",103,Premium quality Makeup Kit ideal for Siblings and suitable for Teens (13-19).,https://picsum.photos/seed/optgift873/400/400,Walmart,https://www.walmart.com/ip/makeup-kit-model-973-8567
1.04E+13,Massage Gun Model 1019,4.6,"Personal Care, Colleagues, Seniors (50+)",388,Premium quality Massage Gun ideal for Colleagues and suitable for Seniors (50+).,https://picsum.photos/seed/optgift919/400/400,Myntra,https://www.myntra.com/massage-gun-model-1019-9838
7.35E+12,Men's Grooming Kit ,4.5,"Beard Care, Charcoal, Men, Beauty",2917,Comprehensive charcoal grooming set.,https://picsum.photos/seed/Beauty48/400/400,Amazon,https://www.amazon.com/search?q=Men's+Grooming+Kit+#49
7.17E+12,Moon Lamp,4.7,"Night Light, Galaxy, 3D, Decor",1199,A 3D-printed moon light wit,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/06_c771ad70-5b9a-410a-973d-1961cf9cc476.webp?v=1754984900,Meevyy,https://meevyy.com/products/moon-lamp
8.05E+12,Moon Lamp 3D ,4.7,"Lighting, Bedroom, Gift, Decor",30,Realistic lunar texture night light.,https://picsum.photos/seed/Decor0/400/400,Amazon,https://www.amazon.com/search?q=Moon+Lamp+3D+#1
8.52E+12,Movie Projector Model 204,4.7,"Entertainment, Parents, Kids (0-12)",103,Premium quality Movie Projector ideal for Parents and suitable for Kids (0-12).,https://picsum.photos/seed/optgift104/400/400,Apple,https://www.apple.com/shop/movie-projector-model-204-1336
1.04E+13,Movie Projector Model 996,4.2,"Entertainment, Siblings, Kids (0-12)",104,Premium quality Movie Projector ideal for Siblings and suitable for Kids (0-12).,https://picsum.photos/seed/optgift896/400/400,Snapdeal,https://www.snapdeal.com/product/movie-projector-model-996-6354
1.05E+13,Multi-port Charger Model 1066,4.4,"Gadgets, Colleagues, Kids (0-12)",227,Premium quality Multi-port Charger ideal for Colleagues and suitable for Kids (0-12).,https://picsum.photos/seed/optgift966/400/400,Best Buy,https://www.bestbuy.com/site/multi-port-charger-model-1066-9824
7.81E+12,Mythos: Illustrated Edition ,4.9,"Mythology, Art, History, Books",21,Stephen Fry's retold Greek myths.,https://picsum.photos/seed/Books47/400/400,eBay,https://www.ebay.com/search?q=Mythos:+Illustrated+Edition+#48
7.16E+12,Natural Wooden Engraved Photo Frame with Free Stand,4.6,"Desktop, Wooden, Photo, Office",499,A freestanding natural wood frame with high-detail laser engraving.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/WhatsAppImage2025-04-26at6.45.32PM.jpg?v=1755858343,Meevyy,https://meevyy.com/products/natural-wooden-engraved-photo-frame-with-stand
7.93E+12,Nespresso Vertuo ,4.7,"Kitchen, Coffee, Luxury, Home",210,Automatic barista-quality coffee.,https://picsum.photos/seed/Home1/400/400,Wayfair,https://www.wayfair.com/search?q=Nespresso+Vertuo+#2
7.46E+12,Old Spice Body Wash & Spray ,4.6,"Men, Fragrance, Sport, Personal Care",71,Classic masculine scent combo.,https://picsum.photos/seed/PersonalCare46/400/400,Walmart,https://www.walmart.com/search?q=Old+Spice+Body+Wash+&+Spray+#47
7.71E+12,Ottolenghi COMFORT ,4.8,"Cookbook, Food, Kitchen, Books",35,Heartwarming recipes for the home.,https://picsum.photos/seed/Books3/400/400,Amazon,https://www.amazon.com/search?q=Ottolenghi+COMFORT+#4
8.17E+12,Oura Ring Gen 3 ,4.8,"Fitness, Sleep, Wearable, Sports",300,Discreet activity and sleep tracker.,https://picsum.photos/seed/Sports0/400/400,Amazon,https://www.amazon.com/search?q=Oura+Ring+Gen+3+#1
7.26E+12,Pasandida Aurat Letter Box 2.0,4.8,"Romantic, Viral, Urdu, Gift Box",1299,The upgraded viral letter box for your favorite woman including letters and small keepsakes.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/1_0a334250-141a-45a9-ab95-6bd1e3e0d2a1.jpg?v=1766736990,Meevyy,https://meevyy.com/products/pasandida-aurat-pink-letter-box
1.06E+13,Perfume Model 1090,4.5,"Beauty, Parents, Teens (13-19)",430,Premium quality Perfume ideal for Parents and suitable for Teens (13-19).,https://picsum.photos/seed/optgift990/400/400,Newegg,https://www.newegg.com/p/perfume-model-1090-6115
1.02E+13,Perfume Model 946,4.7,"Beauty, Kids, Kids (0-12)",456,Premium quality Perfume ideal for Kids and suitable for Kids (0-12).,https://picsum.photos/seed/optgift846/400/400,Best Buy,https://www.bestbuy.com/site/perfume-model-946-4919
7.20E+12,Personalized Name Kada,4.7,"Jewelry, Unisex, Custom, Bracelet",699,A sleek and adjustable metal Kada with high-precision name engraving.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/WhatsApp_Image_2025-11-04_at_3.56.31_PM.jpg?v=1762257343,Meevyy,https://meevyy.com/products/personalized-name-kada
7.26E+12,Personalized Night Light Lamp,4.8,"LED, Bedroom, Custom, Decor",899,An etched acrylic lamp that creates a warm and personalized glow in any room.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/8_0d322c40-2335-4216-ad61-a1a458633f7a.png?v=1765372673,Meevyy,https://meevyy.com/products/custom-night-light-lamp
7.20E+12,Personalized Photo Eye Necklace,4.6,"Jewelry, Unique, Photo, Evil Eye",849,"A creative eye-shaped pendant featuring a tiny photo inside the ""pupil.""",https://cdn.shopify.com/s/files/1/0597/1663/2661/files/e1.webp?v=1759904152,Meevyy,https://meevyy.com/products/personalized-photo-eye-necklace
7.20E+12,Personalized Photo Round Necklace,4.7,"Jewelry, Photo Pendant, Custom, Her",799,A circular pendant that holds a high-definition photo of your choice.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/unnamed_4_4_2.png?v=1759903761,Meevyy,https://meevyy.com/products/personalized-photo-round-necklace
7.17E+12,Personalized Wooden Slice Photo Frame – Wedding Anniversary,4.9,"Anniversary, Wedding, Rustic, Decor",749,A natural wood bark slice printed with your wedding photo for a rustic and timeless look.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/WhatsAppImage2025-04-26at6.45.32PM.jpg?v=1755858343,Meevyy,https://meevyy.com/products/personalized-wooden-slice-photo-frame-wedding-anniversary
7.24E+12,Pineapple De-Pigmentation Combo ,4.5,"Facewash, Serum, Sunscreen, Beauty",1100,Brightening regime for clear skin.,https://picsum.photos/seed/Beauty3/400/400,Flipkart,https://www.flipkart.com/search?q=Pineapple+De-Pigmentation+Combo+#4
7.34E+12,Pineapple De-Pigmentation Combo ,4.5,"Facewash, Serum, Sunscreen, Beauty",1190,Brightening regime for clear skin.,https://picsum.photos/seed/Beauty45/400/400,Flipkart,https://www.flipkart.com/search?q=Pineapple+De-Pigmentation+Combo+#46
7.93E+12,POÄNG Armchair ,4.6,"Furniture, Comfort, Modern, Home",200,Iconic resilient bentwood frame.,https://picsum.photos/seed/Home0/400/400,IKEA,https://www.ikea.com/search?q=POÄNG+Armchair+#1
8.04E+12,POÄNG Armchair ,4.6,"Furniture, Comfort, Modern, Home",535,Iconic resilient bentwood frame.,https://picsum.photos/seed/Home45/400/400,IKEA,https://www.ikea.com/search?q=POÄNG+Armchair+#46
7.25E+12,Premium Birthday Box for your Pasandida Aurat ♥️😍😚,4.8,"Women's Luxury, Jewelry, Beauty",2899,A curated premium box for women featuring designer accessories and snacks.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/1.webp?v=1764328699,Meevyy,https://meevyy.com/products/premium-birthday-box-for-pasandida-aurat
7.26E+12,Premium Birthday Box for your Pasandida Mard♥️😚,4.8,"Men's Luxury, Grooming, Classy",2991,A high-end birthday box for men featuring luxury watches or perfumes.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/1..png?v=1766060446,Meevyy,https://meevyy.com/products/premium-birthday-box-for-pasandida-mard
7.70E+12,Purple Hibiscus ,4.7,"Fiction, Coming-of-Age, Classic, Books",32,Story of a young girl in Nigeria.,https://picsum.photos/seed/Books1/400/400,Amazon,https://www.amazon.com/search?q=Purple+Hibiscus+#2
1.04E+13,Puzzle Set Model 1014,4,"Entertainment, Siblings, Seniors (50+)",101,Premium quality Puzzle Set ideal for Siblings and suitable for Seniors (50+).,https://picsum.photos/seed/optgift914/400/400,IKEA,https://www.ikea.com/us/en/p/puzzle-set-model-1014-5463
9.67E+12,Puzzle Set Model 699,4.3,"Entertainment, Friends, Kids (0-12)",321,Premium quality Puzzle Set ideal for Friends and suitable for Kids (0-12).,https://picsum.photos/seed/optgift599/400/400,Flipkart,https://www.flipkart.com/p/puzzle-set-model-699-4156
9.72E+12,Puzzle Set Model 717,4.3,"Entertainment, Kids, Seniors (50+)",188,Premium quality Puzzle Set ideal for Kids and suitable for Seniors (50+).,https://picsum.photos/seed/optgift617/400/400,Flipkart,https://www.flipkart.com/p/puzzle-set-model-717-3713
1.02E+13,Puzzle Set Model 906,4.5,"Entertainment, Kids, Adults (20-50)",393,Premium quality Puzzle Set ideal for Kids and suitable for Adults (20-50).,https://picsum.photos/seed/optgift806/400/400,Ajio,https://www.ajio.com/puzzle-set-model-906-8922
7.59E+12,RescueAir Pump ,4.6,"Auto, Tool, Tech, Gadgets",60,Compact air pump for tires and balls.,https://picsum.photos/seed/Gadgets1/400/400,eBay,https://www.ebay.com/search?q=RescueAir+Pump+#2
7.59E+12,Retro Radio Building Set ,4.8,"Lego, Tech, Decor, Gadgets",120,Lego icons set with Bluetooth connectivity.,https://picsum.photos/seed/Gadgets4/400/400,Amazon,https://www.amazon.com/search?q=Retro+Radio+Building+Set+#5
7.25E+12,Rose Bath & Body Set ,4.4,"Bath, Spa, Floral, For Her, Beauty",25,8-piece rose scented spa basket.,https://picsum.photos/seed/Beauty5/400/400,Walmart,https://www.walmart.com/search?q=Rose+Bath+&+Body+Set+#6
7.58E+12,Samsung Galaxy Watch6 ,4.7,"Wearable, Health, Android, Electronics",27083,Advanced monitoring with rotating bezel.,https://picsum.photos/seed/Electronics48/400/400,Amazon,https://www.amazon.com/search?q=Samsung+Galaxy+Watch6+#49
1.04E+13,Scented Candle Model 1007,4.7,"Decor, Friends, Kids (0-12)",452,Premium quality Scented Candle ideal for Friends and suitable for Kids (0-12).,https://picsum.photos/seed/optgift907/400/400,Newegg,https://www.newegg.com/p/scented-candle-model-1007-4196
9.76E+12,Scented Candle Model 737,4.8,"Decor, Siblings, Teens (13-19)",328,Premium quality Scented Candle ideal for Siblings and suitable for Teens (13-19).,https://picsum.photos/seed/optgift637/400/400,eBay,https://www.ebay.com/itm/scented-candle-model-737-4951
1.03E+13,Self-Help Guide Model 950,4.4,"Books, Spouse, Seniors (50+)",42,Premium quality Self-Help Guide ideal for Spouse and suitable for Seniors (50+).,https://picsum.photos/seed/optgift850/400/400,Newegg,https://www.newegg.com/p/self-help-guide-model-950-8492
1.03E+13,Self-Help Guide Model 959,4.6,"Books, Friends, Teens (13-19)",250,Premium quality Self-Help Guide ideal for Friends and suitable for Teens (13-19).,https://picsum.photos/seed/optgift859/400/400,Flipkart,https://www.flipkart.com/p/self-help-guide-model-959-2430
1.04E+13,Shaving Kit Model 1001,4,"Personal Care, Siblings, Adults (20-50)",103,Premium quality Shaving Kit ideal for Siblings and suitable for Adults (20-50).,https://picsum.photos/seed/optgift901/400/400,Newegg,https://www.newegg.com/p/shaving-kit-model-1001-8952
9.75E+12,Shaving Kit Model 731,4.9,"Personal Care, Colleagues, Teens (13-19)",151,Premium quality Shaving Kit ideal for Colleagues and suitable for Teens (13-19).,https://picsum.photos/seed/optgift631/400/400,IKEA,https://www.ikea.com/us/en/p/shaving-kit-model-731-1325
7.34E+12,Shea Edit Gift Set ,4.7,"Hydration, Shea Butter, Body Care, Beauty",3450,Rich shea body care with lip treatment.,https://picsum.photos/seed/Beauty44/400/400,The Body Shop,https://www.thebodyshop.com/search?q=Shea+Edit+Gift+Set+#45
1.02E+13,Silk Pillowcase Model 920,4.7,"Personal Care, Friends, Adults (20-50)",471,Premium quality Silk Pillowcase ideal for Friends and suitable for Adults (20-50).,https://picsum.photos/seed/optgift820/400/400,Myntra,https://www.myntra.com/silk-pillowcase-model-920-9129
7.47E+12,Silk Pillowcase Set ,4.9,"Sleep, Beauty, Luxury, Personal Care",25,100% mulberry silk for hair and skin health.,https://picsum.photos/seed/PersonalCare49/400/400,Amazon,https://www.amazon.com/search?q=Silk+Pillowcase+Set+#50
1.04E+13,Slow Cooker Model 1006,4.1,"Home, Spouse, Adults (20-50)",278,Premium quality Slow Cooker ideal for Spouse and suitable for Adults (20-50).,https://picsum.photos/seed/optgift906/400/400,Newegg,https://www.newegg.com/p/slow-cooker-model-1006-8167
7.94E+12,Slow Juicer ,4.5,"Kitchen, Health, Wellness, Home",150,Cold press juicer for maximum nutrients.,https://picsum.photos/seed/Home2/400/400,Walmart,https://www.walmart.com/search?q=Slow+Juicer+#3
1.04E+13,Smart Bulb Model 1012,4.4,"Gadgets, Parents, Seniors (50+)",426,Premium quality Smart Bulb ideal for Parents and suitable for Seniors (50+).,https://picsum.photos/seed/optgift912/400/400,Myntra,https://www.myntra.com/smart-bulb-model-1012-4592
1.05E+13,Smart Bulb Model 1039,4.7,"Gadgets, Friends, Adults (20-50)",300,Premium quality Smart Bulb ideal for Friends and suitable for Adults (20-50).,https://picsum.photos/seed/optgift939/400/400,eBay,https://www.ebay.com/itm/smart-bulb-model-1039-9033
1.01E+13,Smart Jump Rope Model 891,4.2,"Sports, Spouse, Teens (13-19)",449,Premium quality Smart Jump Rope ideal for Spouse and suitable for Teens (13-19).,https://picsum.photos/seed/optgift791/400/400,Best Buy,https://www.bestbuy.com/site/smart-jump-rope-model-891-8938
9.58E+12,Smartwatch Model 660,4.7,"Electronics, Spouse, Adults (20-50)",240,Premium quality Smartwatch ideal for Spouse and suitable for Adults (20-50).,https://picsum.photos/seed/optgift560/400/400,Walmart,https://www.walmart.com/ip/smartwatch-model-660-8064
9.94E+12,Smartwatch Model 813,4.9,"Electronics, Friends, Kids (0-12)",261,Premium quality Smartwatch ideal for Friends and suitable for Kids (0-12).,https://picsum.photos/seed/optgift713/400/400,eBay,https://www.ebay.com/itm/smartwatch-model-813-7997
1.01E+13,Smartwatch Model 903,4.1,"Electronics, Spouse, Seniors (50+)",372,Premium quality Smartwatch ideal for Spouse and suitable for Seniors (50+).,https://picsum.photos/seed/optgift803/400/400,Apple,https://www.apple.com/shop/smartwatch-model-903-7860
7.48E+12,Sonos Arc Ultra ,4.9,"Soundbar, Cinema, Home Audio, Electronics",899,Premium Dolby Atmos soundbar.,https://picsum.photos/seed/Electronics4/400/400,Amazon,https://www.amazon.com/search?q=Sonos+Arc+Ultra+#5
7.47E+12,Sony WH-1000XM5 ,4.9,"Audio, Noise-Cancelling, Travel, Electronics",230,Industry-leading noise cancelling headphones.,https://picsum.photos/seed/Electronics0/400/400,Best Buy,https://www.bestbuy.com/search?q=Sony+WH-1000XM5+#1
7.25E+12,Sorry Gift Box For your Pasandida Aurat♥️,4.7,"Apology, Romantic, Sweets, Healing",1499,The perfect peace offering box featuring treats and a sincere apology note.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/mevy-1.webp?v=1764490134,Meevyy,https://meevyy.com/products/sorry-gift-box-for-your-pasandida-aurat♥️
7.82E+12,Spider-Man 2 PS5 ,4.9,"Gaming, Action, Teen, Entertainment",69,Epic adventure in Marvel's NYC.,https://picsum.photos/seed/Entertainment0/400/400,Best Buy,https://www.bestbuy.com/search?q=Spider-Man+2+PS5+#1
7.17E+12,Spotify Plaque,4.9,"Music, Decor, Acrylic, Anniversary",649,High-quality acrylic plaque with a scannable Spotify code of your favorite song.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/WoodenSpotifyFrame.jpg?v=1754985912,Meevyy,https://meevyy.com/products/spotify-plaque
7.82E+12,Studio Ghibli Cookbook ,4.7,"Movie, Food, Fan-gift, Entertainment",20,Recipes from Totoro and Ponyo.,https://picsum.photos/seed/Entertainment1/400/400,Amazon,https://www.amazon.com/search?q=Studio+Ghibli+Cookbook+#2
7.20E+12,Sweet Letter Box for Pasandida Mard 💪,4.8,"Romantic, Men's Gift, Viral, Urdu",1199,"A specialized gift box and letter set for the ""favorite man"" in your life.",https://cdn.shopify.com/s/files/1/0597/1663/2661/files/1_553d2f5f-d41c-4fd3-8d30-af9630b841a9.png?v=1766775610,Meevyy,https://meevyy.com/products/sweet-letter-box-for-pasandida-mard-💪
7.17E+12,Sweets Letter Box for Pasandida Aurat 🩷,4.7,"Sweets, Foodie, Romantic, Urdu",1399,A box filled with premium sweets and a personalized note for your favorite woman.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/2_4423f7b1-beb2-468e-b68b-768b1f4c7619.png?v=1766775182,Meevyy,https://meevyy.com/products/sweets-letter-box-for-pasandida-aurat
9.92E+12,Tablet Model 804,4.9,"Electronics, Kids, Adults (20-50)",449,Premium quality Tablet ideal for Kids and suitable for Adults (20-50).,https://picsum.photos/seed/optgift704/400/400,Best Buy,https://www.bestbuy.com/site/tablet-model-804-5643
1.00E+13,Tablet Model 840,4.2,"Electronics, Colleagues, Seniors (50+)",221,Premium quality Tablet ideal for Colleagues and suitable for Seniors (50+).,https://picsum.photos/seed/optgift740/400/400,Snapdeal,https://www.snapdeal.com/product/tablet-model-840-1022
1.01E+13,Tablet Model 876,4.4,"Electronics, Spouse, Teens (13-19)",250,Premium quality Tablet ideal for Spouse and suitable for Teens (13-19).,https://picsum.photos/seed/optgift776/400/400,Amazon,https://www.amazon.com/dp/tablet-model-876-8518
7.71E+12,The Widow ,4.5,"Thriller, Mystery, Fiction, Books",15,A gripping psychological thriller.,https://picsum.photos/seed/Books4/400/400,Walmart,https://www.walmart.com/search?q=The+Widow+#5
8.17E+12,Theragun Mini ,4.7,"Recovery, Massage, Fitness, Sports",179,Portable deep tissue massage gun.,https://picsum.photos/seed/Sports1/400/400,Best Buy,https://www.bestbuy.com/search?q=Theragun+Mini+#2
9.25E+12,Tracking Tag Model 517,4.2,"Gadgets, Kids, Adults (20-50)",345,Premium quality Tracking Tag ideal for Kids and suitable for Adults (20-50).,https://picsum.photos/seed/optgift417/400/400,Newegg,https://www.newegg.com/p/tracking-tag-model-517-3310
9.29E+12,Tracking Tag Model 535,4.9,"Gadgets, Siblings, Teens (13-19)",101,Premium quality Tracking Tag ideal for Siblings and suitable for Teens (13-19).,https://picsum.photos/seed/optgift435/400/400,Myntra,https://www.myntra.com/tracking-tag-model-535-5326
1.02E+13,Tracking Tag Model 940,4.1,"Gadgets, Siblings, Seniors (50+)",369,Premium quality Tracking Tag ideal for Siblings and suitable for Seniors (50+).,https://picsum.photos/seed/optgift840/400/400,Snapdeal,https://www.snapdeal.com/product/tracking-tag-model-940-3694
7.26E+12,Valentine Gift Hamper,4.6,"Romance, February 14, Flowers, Teddy",1999,A comprehensive Valentine's Day kit with chocolates teddy and cards.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/6_930c6d54-5321-4f30-8cd7-96c6ec82c267.png?v=1765278966,Meevyy,https://meevyy.com/products/valentine-gift-hamper
7.17E+12,Valentine’s Day Combo of Personalized Photo Frame and Teddy Box,4.7,"Valentine, Romance, Teddy, Combo",1599,A romantic combo featuring a personalized frame paired with a premium plush teddy box.,https://cdn.shopify.com/s/files/1/0597/1663/2661/files/HeartWood.jpg?v=1754986522,Meevyy,https://meevyy.com/products/valentine-s-day-combo-of-personalized-photo-frame-and-teddy-box
1.02E+13,Vase Model 944,4.1,"Decor, Spouse, Teens (13-19)",210,Premium quality Vase ideal for Spouse and suitable for Teens (13-19).,https://picsum.photos/seed/optgift844/400/400,Walmart,https://www.walmart.com/ip/vase-model-944-2303
1.03E+13,Vase Model 962,4.3,"Decor, Kids, Kids (0-12)",22,Premium quality Vase ideal for Kids and suitable for Kids (0-12).,https://picsum.photos/seed/optgift862/400/400,Best Buy,https://www.bestbuy.com/site/vase-model-962-8307
1.03E+13,Vase Model 971,4.3,"Decor, Kids, Adults (20-50)",69,Premium quality Vase ideal for Kids and suitable for Adults (20-50).,https://picsum.photos/seed/optgift871/400/400,Amazon,https://www.amazon.com/dp/vase-model-971-9616
1.02E+13,Vinyl Record Model 942,4.3,"Entertainment, Spouse, Adults (20-50)",479,Premium quality Vinyl Record ideal for Spouse and suitable for Adults (20-50).,https://picsum.photos/seed/optgift842/400/400,Walmart,https://www.walmart.com/ip/vinyl-record-model-942-4224
1.03E+13,Vinyl Record Model 951,4.7,"Entertainment, Colleagues, Seniors (50+)",337,Premium quality Vinyl Record ideal for Colleagues and suitable for Seniors (50+).,https://picsum.photos/seed/optgift851/400/400,Newegg,https://www.newegg.com/p/vinyl-record-model-951-2106
7.92E+12,Vinyl Record Player ,4.5,"Music, Retro, Home, Entertainment",158,Portable turntable with built-in speakers.,https://picsum.photos/seed/Entertainment43/400/400,Target,https://www.target.com/search?q=Vinyl+Record+Player+#44
7.93E+12,Vinyl Record Player ,4.5,"Music, Retro, Home, Entertainment",165,Portable turntable with built-in speakers.,https://picsum.photos/seed/Entertainment48/400/400,Target,https://www.target.com/search?q=Vinyl+Record+Player+#49
9.13E+12,Wall Art Model 467,4.5,"Decor, Colleagues, Adults (20-50)",486,Premium quality Wall Art ideal for Colleagues and suitable for Adults (20-50).,https://picsum.photos/seed/optgift367/400/400,Amazon,https://www.amazon.com/dp/wall-art-model-467-6266
1.02E+13,Wall Art Model 908,4.6,"Decor, Parents, Kids (0-12)",134,Premium quality Wall Art ideal for Parents and suitable for Kids (0-12).,https://picsum.photos/seed/optgift808/400/400,Myntra,https://www.myntra.com/wall-art-model-908-5669
1.05E+13,Water Bottle Model 1044,4.8,"Sports, Kids, Teens (13-19)",251,Premium quality Water Bottle ideal for Kids and suitable for Teens (13-19).,https://picsum.photos/seed/optgift944/400/400,Flipkart,https://www.flipkart.com/p/water-bottle-model-1044-7331
8.63E+12,Water Bottle Model 252,4.6,"Sports, Colleagues, Kids (0-12)",22,Premium quality Water Bottle ideal for Colleagues and suitable for Kids (0-12).,https://picsum.photos/seed/optgift152/400/400,Apple,https://www.apple.com/shop/water-bottle-model-252-9063
1.04E+13,Water Bottle Model 999,4.2,"Sports, Friends, Seniors (50+)",188,Premium quality Water Bottle ideal for Friends and suitable for Seniors (50+).,https://picsum.photos/seed/optgift899/400/400,Best Buy,https://www.bestbuy.com/site/water-bottle-model-999-6306
7.46E+12,Women's Deluxe Travel Kit ,4.3,"Travel, Hygiene, Miniatures, Personal Care",34,11-piece essential travel kit for women.,https://picsum.photos/seed/PersonalCare45/400/400,Walmart,https://www.walmart.com/search?q=Women's+Deluxe+Travel+Kit+#46
8.16E+12,Woodland Accent Rug ,4.6,"Flooring, Home, Aesthetic, Decor",140,Nature-inspired texture for living rooms.,https://picsum.photos/seed/Decor48/400/400,Wayfair,https://www.wayfair.com/search?q=Woodland+Accent+Rug+#49
1.04E+13,Yoga Mat Model 1017,4.5,"Sports, Siblings, Seniors (50+)",266,Premium quality Yoga Mat ideal for Siblings and suitable for Seniors (50+).,https://picsum.photos/seed/optgift917/400/400,Apple,https://www.apple.com/shop/yoga-mat-model-1017-9805
1.03E+13,Yoga Mat Model 981,4.7,"Sports, Siblings, Kids (0-12)",242,Premium quality Yoga Mat ideal for Siblings and suitable for Kids (0-12).,https://picsum.photos/seed/optgift881/400/400,Myntra,https://www.myntra.com/yoga-mat-model-981-7895
8.17E+12,Yoga Mat Pro ,4.8,"Wellness, Fitness, Non-slip, Sports",50,High-grip mat for yoga and pilates.,https://picsum.photos/seed/Sports3/400/400,Amazon,https://www.amazon.com/search?q=Yoga+Mat+Pro+#4
7.59E+12,Zippy Charger ,4.8,"Travel, Mobile, Tech, Gadgets",20,High-speed multi-device charger.,https://picsum.photos/seed/Gadgets2/400/400,Newegg,https://www.newegg.com/search?q=Zippy+Charger+#3
